sample_id,whisper_word_position,token_piece_position,whisper_token,start_time_wav_s,end_time_wav_s,start_time_source_s,end_time_source_s,duration_s,probability,automatic_flags
-UUCSKoHeMA$_$0,12,1,and,5.16,5.54,5.16,5.54,0.3799999999999999,0.9964823722839355,
-UUCSKoHeMA$_$0,13,1,I,5.54,5.66,5.54,5.66,0.1200000000000001,0.9970766305923462,
-UUCSKoHeMA$_$0,14,1,want,5.66,5.74,5.66,5.74,0.08000000000000007,0.9570671319961548,
-UUCSKoHeMA$_$0,15,1,to,5.74,5.88,5.74,5.88,0.13999999999999968,0.9993763566017151,
-UUCSKoHeMA$_$0,16,1,talk,5.88,6.08,5.88,6.08,0.20000000000000018,0.9986341595649719,
-UUCSKoHeMA$_$0,17,1,about,6.08,6.36,6.08,6.36,0.28000000000000025,0.998760461807251,
-UUCSKoHeMA$_$0,18,1,that,6.36,6.64,6.36,6.64,0.27999999999999936,0.9974332451820374,
-UUCSKoHeMA$_$0,19,1,briefly,6.64,7.12,6.64,7.12,0.4800000000000004,0.9978663325309753,
-ri04Z7vwnc$_$0,1,1,Thanks,0.0,1.26,0.0,1.26,1.26,0.006774542853236198,
-ri04Z7vwnc$_$0,2,1,for,1.26,1.84,1.26,1.84,0.5800000000000001,0.8469099402427673,
-ri04Z7vwnc$_$0,3,1,watching,1.84,2.54,1.84,2.54,0.7,0.9431855082511902,
-ri04Z7vwnc$_$2,1,1,Hi,3.6400000000000006,4.4,3.6400000000000006,4.4,0.7599999999999998,0.8698785901069641,
-ri04Z7vwnc$_$2,2,1,I'm,4.66,5.04,4.66,5.04,0.3799999999999999,0.9245230257511139,
-ri04Z7vwnc$_$2,3,1,Ajanta,5.04,5.36,5.04,5.36,0.3200000000000003,0.9333138465881348,
-ri04Z7vwnc$_$5,1,1,and,0.0,0.34,0.0,0.34,0.34,0.5579589605331421,
-ri04Z7vwnc$_$5,2,1,a,0.34,0.62,0.34,0.62,0.27999999999999997,0.9223527312278748,
-ri04Z7vwnc$_$5,3,1,lot,0.62,0.72,0.62,0.72,0.09999999999999998,0.9994194507598877,
-ri04Z7vwnc$_$5,4,1,of,0.72,0.86,0.72,0.86,0.14,0.9976016879081726,
-ri04Z7vwnc$_$5,5,1,people,0.86,1.06,0.86,1.06,0.20000000000000007,0.994062602519989,
-ri04Z7vwnc$_$5,6,1,who,1.06,1.2,1.06,1.2,0.1399999999999999,0.9456043243408203,
-ri04Z7vwnc$_$5,7,1,are,1.2,1.3,1.2,1.3,0.10000000000000009,0.9886460304260254,
-ri04Z7vwnc$_$5,8,1,working,1.3,1.68,1.3,1.68,0.3799999999999999,0.9958153367042542,
-ri04Z7vwnc$_$5,9,1,you,2.36,2.38,2.36,2.38,0.020000000000000018,0.8308972120285034,
-ri04Z7vwnc$_$5,10,1,know,2.38,2.48,2.38,2.48,0.10000000000000009,0.999491810798645,
-ri04Z7vwnc$_$5,11,1,money,2.52,2.62,2.52,2.62,0.10000000000000009,0.9972479939460754,
-ri04Z7vwnc$_$5,12,1,is,2.62,2.84,2.62,2.84,0.21999999999999975,0.9947921633720398,
-ri04Z7vwnc$_$5,13,1,very,2.84,3.02,2.84,3.02,0.18000000000000016,0.9948260188102722,
-ri04Z7vwnc$_$5,14,1,important,3.02,3.34,3.02,3.34,0.31999999999999984,0.9967535138130188,
-s9qJ7ATP7w$_$1,1,1,The,0.0,0.64,0.0,0.64,0.64,0.5735481977462769,
-s9qJ7ATP7w$_$1,2,1,hardest,0.64,1.66,0.64,1.66,1.02,0.9647913575172424,
-s9qJ7ATP7w$_$1,3,1,thing,1.66,1.88,1.66,1.88,0.21999999999999997,0.992546021938324,
-s9qJ7ATP7w$_$1,4,1,in,1.88,2.02,1.88,2.02,0.14000000000000012,0.9845594763755798,
-s9qJ7ATP7w$_$1,5,1,life,2.02,2.12,2.02,2.12,0.10000000000000009,0.9967677593231201,
-s9qJ7ATP7w$_$1,6,1,to,2.12,2.3,2.12,2.3,0.17999999999999972,0.9882728457450867,
-s9qJ7ATP7w$_$1,7,1,learn,2.3,2.54,2.3,2.54,0.2400000000000002,0.9966333508491516,
-s9qJ7ATP7w$_$1,8,1,is,2.54,3.18,2.54,3.18,0.6400000000000001,0.9276497960090637,
-s9qJ7ATP7w$_$1,9,1,to,3.18,3.38,3.18,3.38,0.19999999999999973,0.9958152174949646,
-s9qJ7ATP7w$_$1,10,1,lose,3.38,3.58,3.38,3.58,0.20000000000000018,0.9756535887718201,
-s9qJ7ATP7w$_$1,11,1,Winning,3.92,3.94,3.92,3.94,0.020000000000000018,0.9798753261566162,
-s9qJ7ATP7w$_$1,12,1,is,3.94,4.18,3.94,4.18,0.23999999999999977,0.5321301817893982,
-s9qJ7ATP7w$_$1,13,1,easy,4.18,4.32,4.18,4.32,0.14000000000000057,0.9976798892021179,
-s9qJ7ATP7w$_$0,1,1,They,0.0,0.16,0.0,0.16,0.16,0.6572685241699219,
-s9qJ7ATP7w$_$0,2,1,have,0.16,0.28,0.16,0.28,0.12000000000000002,0.964621365070343,
-s9qJ7ATP7w$_$0,3,1,doubt,0.28,0.5,0.28,0.5,0.21999999999999997,0.9751278162002563,
-s9qJ7ATP7w$_$0,4,1,they,0.82,0.82,0.82,0.82,0.0,0.9862806797027588,nonpositive_duration
-s9qJ7ATP7w$_$0,5,1,have,0.82,0.96,0.82,0.96,0.14,0.9976512789726257,
-s9qJ7ATP7w$_$0,6,1,fear,0.96,1.32,0.96,1.32,0.3600000000000001,0.9982913136482239,
-s9qJ7ATP7w$_$0,7,1,they're,1.76,1.92,1.76,1.92,0.15999999999999992,0.7253561913967133,
-s9qJ7ATP7w$_$0,8,1,losing,1.92,2.12,1.92,2.12,0.20000000000000018,0.981982946395874,
-s9qJ7ATP7w$_$0,9,1,a,2.12,2.34,2.12,2.34,0.21999999999999975,0.9398986101150513,
-s9qJ7ATP7w$_$0,10,1,Ferrari,2.34,2.62,2.34,2.62,0.28000000000000025,0.9908744096755981,
-s9qJ7ATP7w$_$0,11,1,race,2.62,3.06,2.62,3.06,0.43999999999999995,0.9910128712654114,
-s9qJ7ATP7w$_$0,12,1,or,3.06,3.22,3.06,3.22,0.16000000000000014,0.6500444412231445,
-s9qJ7ATP7w$_$0,13,1,they're,3.22,3.4,3.22,3.4,0.17999999999999972,0.9522060751914978,
-s9qJ7ATP7w$_$0,14,1,losing,3.4,3.74,3.4,3.74,0.3400000000000003,0.994574785232544,
-s9qJ7ATP7w$_$0,15,1,a,3.74,4.22,3.74,4.22,0.47999999999999954,0.7978749871253967,
-s9qJ7ATP7w$_$0,16,1,race,4.22,4.74,4.22,4.74,0.5200000000000005,0.9977400302886963,
-s9qJ7ATP7w$_$0,17,1,and,4.74,5.26,4.74,5.26,0.5199999999999996,0.6316869258880615,
-s9qJ7ATP7w$_$0,18,1,then,5.26,5.4,5.26,5.4,0.14000000000000057,0.9759222269058228,
-s9qJ7ATP7w$_$0,19,1,they,5.4,5.52,5.4,5.52,0.11999999999999922,0.99481600522995,
-s9qJ7ATP7w$_$0,20,1,just,5.52,5.72,5.52,5.72,0.20000000000000018,0.9970898628234863,
-s9qJ7ATP7w$_$0,21,1,give,5.72,5.88,5.72,5.88,0.16000000000000014,0.9980698227882385,
-s9qJ7ATP7w$_$0,22,1,up,5.88,6.22,5.88,6.22,0.33999999999999986,0.9989609718322754,
-s9qJ7ATP7w$_$5,1,1,We,0.0,0.4,0.0,0.4,0.4,0.15522661805152893,
-s9qJ7ATP7w$_$5,2,1,have,0.4,0.76,0.4,0.76,0.36,0.9880680441856384,
-s9qJ7ATP7w$_$5,3,1,I,1.04,1.28,1.04,1.28,0.24,0.9933109283447266,
-s9qJ7ATP7w$_$5,4,1,have,1.28,1.42,1.28,1.42,0.1399999999999999,0.9928176403045654,
-s9qJ7ATP7w$_$5,5,1,been,1.42,1.64,1.42,1.64,0.21999999999999997,0.9966803789138794,
-s9qJ7ATP7w$_$5,6,1,beat,1.64,1.96,1.64,1.96,0.32000000000000006,0.9896299242973328,
-s9qJ7ATP7w$_$5,7,1,up,1.96,2.38,1.96,2.38,0.41999999999999993,0.9942055344581604,
-s9qJ7ATP7w$_$5,8,1,and,2.38,2.7,2.38,2.7,0.3200000000000003,0.9043137431144714,
-s9qJ7ATP7w$_$5,9,1,put,2.7,2.98,2.7,2.98,0.2799999999999998,0.998698353767395,
-s9qJ7ATP7w$_$5,10,1,down,2.98,3.48,2.98,3.48,0.5,0.9981982111930847,
-s9qJ7ATP7w$_$5,11,1,and,3.48,4.06,3.48,4.06,0.5799999999999996,0.7764820456504822,
-s9qJ7ATP7w$_$5,12,1,everything,4.06,5.1,4.06,5.1,1.04,0.9544148445129395,
-s9qJ7ATP7w$_$5,13,1,that,5.1,5.38,5.1,5.38,0.28000000000000025,0.9982543587684631,
-s9qJ7ATP7w$_$5,14,1,can,5.38,5.54,5.38,5.54,0.16000000000000014,0.9906134605407715,
-s9qJ7ATP7w$_$5,15,1,go,5.54,5.78,5.54,5.78,0.2400000000000002,0.9973236322402954,
-s9qJ7ATP7w$_$5,16,1,wrong,5.78,6.24,5.78,6.24,0.45999999999999996,0.9992318153381348,
-s9qJ7ATP7w$_$5,17,1,has,6.24,6.8,6.24,6.8,0.5599999999999996,0.9349565505981445,
-s9qJ7ATP7w$_$5,18,1,gone,6.8,7.06,6.8,7.06,0.2599999999999998,0.995515763759613,
-s9qJ7ATP7w$_$5,19,1,wrong,7.06,7.34,7.06,7.34,0.28000000000000025,0.9991735816001892,
-s9qJ7ATP7w$_$5,20,1,for,7.34,7.62,7.34,7.62,0.28000000000000025,0.9963836669921875,
-s9qJ7ATP7w$_$5,21,1,me,7.62,7.88,7.62,7.88,0.2599999999999998,0.9996156692504883,
-s9qJ7ATP7w$_$5,22,1,but,7.9,8.2,7.9,8.2,0.29999999999999893,0.9974527955055237,
-s9qJ7ATP7w$_$4,1,1,keep,0.0,0.14,0.0,0.14,0.14,0.44035473465919495,
-s9qJ7ATP7w$_$4,2,1,going,0.14,0.42,0.14,0.42,0.27999999999999997,0.9738754034042358,
-s9qJ7ATP7w$_$4,3,1,I,0.42,0.7,0.42,0.7,0.27999999999999997,0.16996951401233673,
-s9qJ7ATP7w$_$4,4,1,have,0.7,0.84,0.7,0.84,0.14,0.9909987449645996,
-s9qJ7ATP7w$_$4,5,1,lost,0.84,1.14,0.84,1.14,0.29999999999999993,0.9918588995933533,
-s9qJ7ATP7w$_$4,6,1,that,1.14,1.4,1.14,1.4,0.26,0.5900146961212158,
-s9qJ7ATP7w$_$4,7,1,everything,1.4,1.88,1.4,1.88,0.48,0.9929355978965759,
-s9qJ7ATP7w$_$4,8,1,you,1.88,2.24,1.88,2.24,0.3600000000000003,0.9971246123313904,
-s9qJ7ATP7w$_$4,9,1,can,2.24,2.4,2.24,2.4,0.1599999999999997,0.9992056488990784,
-s9qJ7ATP7w$_$4,10,1,imagine,2.4,2.8,2.4,2.8,0.3999999999999999,0.996483564376831,
-s9qJ7ATP7w$_$4,11,1,seriously,2.8,3.2,2.8,3.2,0.40000000000000036,0.7959893941879272,
-s9qJ7ATP7w$_$4,12,1,we,3.2,3.68,3.2,3.68,0.48,0.9782938957214355,
-s9qJ7ATP7w$_$4,13,1,have,3.68,3.98,3.68,3.98,0.2999999999999998,0.9981372356414795,
-s9qJ7ATP7w$_$7,1,1,I,0.0,0.6,0.0,0.6,0.6,0.2862064242362976,
-s9qJ7ATP7w$_$7,2,1,used,0.6,0.74,0.6,0.74,0.14,0.9026548266410828,
-s9qJ7ATP7w$_$7,3,1,to,0.74,0.88,0.74,0.88,0.14,0.9986893534660339,
-s9qJ7ATP7w$_$7,4,1,work,0.88,0.98,0.88,0.98,0.09999999999999998,0.9958575367927551,
-s9qJ7ATP7w$_$7,5,1,for,0.98,1.16,0.98,1.16,0.17999999999999994,0.9939602613449097,
-s9qJ7ATP7w$_$7,6,1,Warren,1.16,1.36,1.16,1.36,0.20000000000000018,0.9480284452438354,
-s9qJ7ATP7w$_$7,7,1,Avis,1.36,1.64,1.36,1.64,0.2799999999999998,0.7892958223819733,
-s9qJ7ATP7w$_$7,8,1,the,1.64,1.98,1.64,1.98,0.3400000000000001,0.2068578153848648,
-s9qJ7ATP7w$_$7,9,1,guy,1.98,2.14,1.98,2.14,0.16000000000000014,0.9766570329666138,
-s9qJ7ATP7w$_$7,10,1,who,2.14,2.24,2.14,2.24,0.10000000000000009,0.9820559620857239,
-s9qJ7ATP7w$_$7,11,1,started,2.24,2.46,2.24,2.46,0.21999999999999975,0.9598355889320374,
-s9qJ7ATP7w$_$7,12,1,Avis,2.46,2.74,2.46,2.74,0.28000000000000025,0.7138632833957672,
-s9qJ7ATP7w$_$7,13,1,rent,2.74,2.9,2.74,2.9,0.1599999999999997,0.658076822757721,
-s9qJ7ATP7w$_$7,14,1,a,2.9,3.04,2.9,3.04,0.14000000000000012,0.8716733455657959,
-s9qJ7ATP7w$_$7,15,1,car,3.04,3.18,3.04,3.18,0.14000000000000012,0.974469780921936,
-s9qJ7ATP7w$_$7,16,1,and,3.18,3.3,3.18,3.3,0.11999999999999966,0.7621154189109802,
-s9qJ7ATP7w$_$7,17,1,he,3.3,3.4,3.3,3.4,0.10000000000000009,0.9975872039794922,
-s9qJ7ATP7w$_$7,18,1,said,3.4,3.56,3.4,3.56,0.16000000000000014,0.650060772895813,
-s9qJ7ATP7w$_$7,19,1,to,3.56,3.68,3.56,3.68,0.1200000000000001,0.9895500540733337,
-s9qJ7ATP7w$_$7,20,1,me,3.68,3.8,3.68,3.8,0.11999999999999966,0.9996203184127808,
-s9qJ7ATP7w$_$7,21,1,one,3.8,3.94,3.8,3.94,0.14000000000000012,0.9972959160804749,
-s9qJ7ATP7w$_$7,22,1,day,3.94,4.28,3.94,4.28,0.3400000000000003,0.9964989423751831,
-s9qJ7ATP7w$_$7,23,1,Robert,4.72,5.04,4.72,5.04,0.3200000000000003,0.861314594745636,
-s9qJ7ATP7w$_$7,24,1,what's,5.04,5.34,5.04,5.34,0.2999999999999998,0.674916222691536,
-s9qJ7ATP7w$_$7,25,1,the,5.34,5.46,5.34,5.46,0.1200000000000001,0.9994781613349915,
-s9qJ7ATP7w$_$7,26,1,purpose,5.46,5.68,5.46,5.68,0.21999999999999975,0.9993736147880554,
-s9qJ7ATP7w$_$7,27,1,of,5.68,5.92,5.68,5.92,0.2400000000000002,0.9986302852630615,
-s9qJ7ATP7w$_$7,28,1,business,5.92,6.24,5.92,6.24,0.3200000000000003,0.9258980751037598,
-s9qJ7ATP7w$_$7,29,1,and,6.24,6.42,6.24,6.42,0.17999999999999972,0.6473578214645386,
-s9qJ7ATP7w$_$7,30,1,I,6.42,6.54,6.42,6.54,0.1200000000000001,0.9943265318870544,
-s9qJ7ATP7w$_$7,31,1,said,6.54,6.7,6.54,6.7,0.16000000000000014,0.9950913190841675,
-s9qJ7ATP7w$_$6,1,1,for,0.0,0.16,0.0,0.16,0.16,0.6381844878196716,
-s9qJ7ATP7w$_$6,2,1,me,0.16,0.38,0.16,0.38,0.22,0.9960724115371704,
-s9qJ7ATP7w$_$6,3,1,but,0.6,0.76,0.6,0.76,0.16000000000000003,0.9964448809623718,
-s9qJ7ATP7w$_$6,4,1,I,0.76,1.02,0.76,1.02,0.26,0.9640856981277466,
-s9qJ7ATP7w$_$6,5,1,just,1.02,1.42,1.02,1.42,0.3999999999999999,0.8282859921455383,
-s9qJ7ATP7w$_$6,6,1,kept,1.42,1.58,1.42,1.58,0.16000000000000014,0.9427909851074219,
-s9qJ7ATP7w$_$6,7,1,going,1.58,1.8,1.58,1.8,0.21999999999999997,0.9939790964126587,
-s9qJ7ATP7w$_$8,1,1,business,0.0,0.26,0.0,0.26,0.26,0.3795270323753357,
-s9qJ7ATP7w$_$8,2,1,and,0.26,0.6,0.26,0.6,0.33999999999999997,0.48237115144729614,
-s9qJ7ATP7w$_$8,3,1,I,0.6,0.7,0.6,0.7,0.09999999999999998,0.9432905912399292,
-s9qJ7ATP7w$_$8,4,1,said,0.7,0.88,0.7,0.88,0.18000000000000005,0.994529664516449,
-s9qJ7ATP7w$_$8,5,1,oh,0.88,1.06,0.88,1.06,0.18000000000000005,0.48291298747062683,
-s9qJ7ATP7w$_$8,6,1,make,1.06,1.26,1.06,1.26,0.19999999999999996,0.9148472547531128,
-s9qJ7ATP7w$_$8,7,1,a,1.26,1.4,1.26,1.4,0.1399999999999999,0.9980897307395935,
-s9qJ7ATP7w$_$8,8,1,profit,1.4,1.8,1.4,1.8,0.40000000000000013,0.9973625540733337,
-s9qJ7ATP7w$_$8,9,1,and,1.8,1.96,1.8,1.96,0.15999999999999992,0.9428396224975586,
-s9qJ7ATP7w$_$8,10,1,all,1.96,2.04,1.96,2.04,0.08000000000000007,0.9968585968017578,
-s9qJ7ATP7w$_$8,11,1,these,2.04,2.16,2.04,2.16,0.1200000000000001,0.9982415437698364,
-s9qJ7ATP7w$_$8,12,1,other,2.16,2.36,2.16,2.36,0.19999999999999973,0.9985511898994446,
-s9qJ7ATP7w$_$8,13,1,things,2.36,2.62,2.36,2.62,0.26000000000000023,0.9975426197052002,
-s9qJ7ATP7w$_$8,14,1,they,2.62,2.78,2.62,2.78,0.1599999999999997,0.24893343448638916,
-s9qJ7ATP7w$_$8,15,1,said,2.78,2.94,2.78,2.94,0.16000000000000014,0.9877839684486389,
-s9qJ7ATP7w$_$8,16,1,no,2.94,3.16,2.94,3.16,0.2200000000000002,0.9505783915519714,
-yRb-Jum7EQ$_$5,1,1,We,0.0,0.54,0.0,0.54,0.54,0.06211795285344124,
-yRb-Jum7EQ$_$5,2,1,have,0.54,0.54,0.54,0.54,0.0,0.1463627964258194,nonpositive_duration
-yRb-Jum7EQ$_$5,3,1,to,0.54,0.54,0.54,0.54,0.0,0.1900625377893448,nonpositive_duration
-yRb-Jum7EQ$_$5,4,1,make,0.54,0.62,0.54,0.62,0.07999999999999996,0.05832909792661667,
-yRb-Jum7EQ$_$5,5,1,sure,0.62,0.66,0.62,0.66,0.040000000000000036,0.5900157690048218,
-yRb-Jum7EQ$_$5,6,1,that,0.66,0.72,0.66,0.72,0.05999999999999994,0.6569455862045288,
-yRb-Jum7EQ$_$5,7,1,all,0.72,0.72,0.72,0.72,0.0,0.060718193650245667,nonpositive_duration
-yRb-Jum7EQ$_$5,8,1,of,0.72,0.86,0.72,0.86,0.14,0.2883218824863434,
-yRb-Jum7EQ$_$5,9,1,the,0.86,1.36,0.86,1.36,0.5000000000000001,0.3430714011192322,
-yRb-Jum7EQ$_$5,10,1,people,1.36,1.36,1.36,1.36,0.0,0.09392053633928299,nonpositive_duration
-yRb-Jum7EQ$_$5,11,1,in,1.36,3.08,1.36,3.08,1.72,0.13447095453739166,very_long_duration_review
-yRb-Jum7EQ$_$5,12,1,the,3.08,3.24,3.08,3.24,0.16000000000000014,0.5268300771713257,
-yRb-Jum7EQ$_$5,13,1,region,3.24,3.6,3.24,3.6,0.3599999999999999,0.2133266031742096,
-yRb-Jum7EQ$_$5,14,1,have,3.6,3.8,3.6,3.8,0.19999999999999973,0.11872518062591553,
-yRb-Jum7EQ$_$5,15,1,the,3.8,3.96,3.8,3.96,0.16000000000000014,0.23346056044101715,
-yRb-Jum7EQ$_$5,16,1,right,3.96,3.96,3.96,3.96,0.0,0.39448222517967224,nonpositive_duration
-yRb-Jum7EQ$_$5,17,1,to,3.96,4.2,3.96,4.2,0.2400000000000002,0.9206250905990601,
-yRb-Jum7EQ$_$5,18,1,do,4.2,6.36,4.2,6.36,2.16,0.07474298030138016,very_long_duration_review
-yRb-Jum7EQ$_$5,19,1,so,6.36,6.54,6.36,6.54,0.17999999999999972,0.1630992740392685,
-yRb-Jum7EQ$_$5,20,1,We,7.14,7.52,7.14,7.52,0.3799999999999999,0.21657361090183258,
-yRb-Jum7EQ$_$5,21,1,have,7.52,7.64,7.52,7.64,0.1200000000000001,0.2582258880138397,
-yRb-Jum7EQ$_$5,22,1,to,7.64,7.82,7.64,7.82,0.1800000000000006,0.8404807448387146,
-yRb-Jum7EQ$_$5,23,1,make,7.82,8.12,7.82,8.12,0.29999999999999893,0.3555746078491211,
-yRb-Jum7EQ$_$5,24,1,sure,8.12,8.18,8.12,8.18,0.0600000000000005,0.9153871536254883,
-yRb-Jum7EQ$_$5,25,1,that,8.18,8.48,8.18,8.48,0.3000000000000007,0.7358170747756958,
-yRb-Jum7EQ$_$5,26,1,all,8.48,8.6,8.48,8.6,0.11999999999999922,0.19019989669322968,
-yRb-Jum7EQ$_$5,27,1,of,8.6,8.68,8.6,8.68,0.08000000000000007,0.6557836532592773,
-yRb-Jum7EQ$_$5,28,1,the,8.68,8.74,8.68,8.74,0.0600000000000005,0.5518301129341125,
-yRb-Jum7EQ$_$5,29,1,people,8.74,8.98,8.74,8.98,0.2400000000000002,0.47248008847236633,
-yRb-Jum7EQ$_$5,30,1,in,8.98,9.5,8.98,9.5,0.5199999999999996,0.28789547085762024,
-yRb-Jum7EQ$_$5,31,1,the,9.5,9.64,9.5,9.64,0.14000000000000057,0.8037116527557373,
-yRb-Jum7EQ$_$5,32,1,region,9.64,9.64,9.64,9.64,0.0,0.9797002673149109,nonpositive_duration
-yRb-Jum7EQ$_$5,33,1,have,9.64,9.64,9.64,9.64,0.0,0.24733121693134308,nonpositive_duration
-yRb-Jum7EQ$_$5,34,1,the,9.64,10.34,9.64,10.34,0.6999999999999993,0.6668533086776733,
-yRb-Jum7EQ$_$5,35,1,right,10.34,10.34,10.34,10.34,0.0,0.9578668475151062,nonpositive_duration
-yRb-Jum7EQ$_$5,36,1,to,10.34,10.52,10.34,10.52,0.17999999999999972,0.9573311805725098,
-yRb-Jum7EQ$_$5,37,1,do,10.52,11.72,10.52,11.72,1.200000000000001,0.8262219429016113,
-yRb-Jum7EQ$_$5,38,1,so,11.72,11.74,11.72,11.74,0.019999999999999574,0.826063334941864,very_short_duration_review
-yRb-Jum7EQ$_$6,1,1,We,0.0,0.52,0.0,0.52,0.52,0.10024525225162506,
-yRb-Jum7EQ$_$6,2,1,will,0.52,0.58,0.52,0.58,0.05999999999999994,0.2400638312101364,
-yRb-Jum7EQ$_$6,3,1,be,0.58,0.86,0.58,0.86,0.28,0.1164405569434166,
-yRb-Jum7EQ$_$6,4,1,able,0.86,0.86,0.86,0.86,0.0,0.09342839568853378,nonpositive_duration
-yRb-Jum7EQ$_$6,5,1,to,0.86,1.4,0.86,1.4,0.5399999999999999,0.9913163185119629,
-yRb-Jum7EQ$_$6,6,1,make,1.4,1.4,1.4,1.4,0.0,0.06408065557479858,nonpositive_duration
-yRb-Jum7EQ$_$6,7,1,sure,1.4,1.4,1.4,1.4,0.0,0.11775001883506775,nonpositive_duration
-yRb-Jum7EQ$_$6,8,1,that,1.4,1.4,1.4,1.4,0.0,0.585844874382019,nonpositive_duration
-yRb-Jum7EQ$_$6,9,1,our,1.4,1.4,1.4,1.4,0.0,0.09657465666532516,nonpositive_duration
-yRb-Jum7EQ$_$6,10,1,country,1.4,1.4,1.4,1.4,0.0,0.10528221726417542,nonpositive_duration
-yRb-Jum7EQ$_$6,11,1,is,1.4,1.7,1.4,1.7,0.30000000000000004,0.2750352621078491,
-yRb-Jum7EQ$_$6,12,1,safe,1.7,2.02,1.7,2.02,0.32000000000000006,0.16669917106628418,
-yRb-Jum7EQ$_$6,13,1,in,2.02,2.36,2.02,2.36,0.33999999999999986,0.34451037645339966,
-yRb-Jum7EQ$_$6,14,1,Israel,2.36,2.84,2.36,2.84,0.48,0.82113116979599,
-yRb-Jum7EQ$_$6,15,1,and,3.68,3.82,3.68,3.82,0.13999999999999968,0.21836130321025848,
-yRb-Jum7EQ$_$6,16,1,that,3.82,3.92,3.82,3.92,0.10000000000000009,0.6291488409042358,
-yRb-Jum7EQ$_$6,17,1,we,3.92,4.68,3.92,4.68,0.7599999999999998,0.18909360468387604,
-yRb-Jum7EQ$_$6,18,1,will,4.68,5.1,4.68,5.1,0.41999999999999993,0.3327442705631256,
-yRb-Jum7EQ$_$6,19,1,be,5.1,5.28,5.1,5.28,0.1800000000000006,0.14067454636096954,
-yRb-Jum7EQ$_$6,20,1,able,5.28,5.38,5.28,5.38,0.09999999999999964,0.5341035723686218,
-yRb-Jum7EQ$_$6,21,1,to,5.38,5.54,5.38,5.54,0.16000000000000014,0.9917392730712891,
-yRb-Jum7EQ$_$6,22,1,make,5.54,5.54,5.54,5.54,0.0,0.04149693250656128,nonpositive_duration
-yRb-Jum7EQ$_$6,23,1,sure,5.54,5.54,5.54,5.54,0.0,0.49848657846450806,nonpositive_duration
-yRb-Jum7EQ$_$6,24,1,that,5.54,6.58,5.54,6.58,1.04,0.6344543099403381,
-yRb-Jum7EQ$_$6,25,1,our,6.58,6.58,6.58,6.58,0.0,0.18828627467155457,nonpositive_duration
-yRb-Jum7EQ$_$6,26,1,country,6.58,6.96,6.58,6.96,0.3799999999999999,0.11646009981632233,
-yRb-Jum7EQ$_$6,27,1,is,6.96,7.22,6.96,7.22,0.2599999999999998,0.5732213854789734,
-yRb-Jum7EQ$_$6,28,1,safe,7.22,7.22,7.22,7.22,0.0,0.5998600721359253,nonpositive_duration
-yRb-Jum7EQ$_$6,29,1,in,7.22,7.48,7.22,7.48,0.2600000000000007,0.3681725859642029,
-yRb-Jum7EQ$_$6,30,1,Israel,7.48,7.8,7.48,7.8,0.3199999999999994,0.6373544335365295,
-yRb-Jum7EQ$_$6,31,1,Thank,8.36,8.48,8.36,8.48,0.120000000000001,0.30147111415863037,
-yRb-Jum7EQ$_$6,32,1,you,8.48,8.48,8.48,8.48,0.0,0.9708418846130371,nonpositive_duration
-yRb-Jum7EQ$_$6,33,1,very,8.48,8.48,8.48,8.48,0.0,0.3382483422756195,nonpositive_duration
-yRb-Jum7EQ$_$6,34,1,much,8.48,8.48,8.48,8.48,0.0,0.9458591341972351,nonpositive_duration
-yRb-Jum7EQ$_$6,35,1,Thank,8.48,8.48,8.48,8.48,0.0,0.1709541380405426,nonpositive_duration
-yRb-Jum7EQ$_$6,36,1,you,8.48,9.92,8.48,9.92,1.4399999999999995,0.9800969958305359,
